mark,title,,,,,,,,,,,,,,,,,,
6,Your rights in regards to personally identifiable information,,,,,,,,,,,,,,,,,,
0,Making a privacy request,,,,,,,,,,,,,,,,,,
0,Contacting Particle’s Data Privacy Officer,,,,,,,,,,,,,,,,,,
2,Notice regarding use of Cookies,,,,,,,,,,,,,,,,,,
8,Notice to European Union Residents,,,,,,,,,,,,,,,,,,
8,Notice to California Residents,,,,,,,,,,,,,,,,,,
0,Notice to Particle Employees and Contractors,,,,,,,,,,,,,,,,,,
9,Updates to this policy,,,,,,,,,,,,,,,,,,
1,What Information Do We Collect About You?,,,,,,,,,,,,,,,,,,
10,How Do We Use Your Information?,,,,,,,,,,,,,,,,,,
3,How We Share the Information We Collect About You?,,,,,,,,,,,,,,,,,,
3,Third Party Links and Applications,,,,,,,,,,,,,,,,,,
4,How Secure Is Information About Me?,,,,,,,,,,,,,,,,,,
6,Can I Access and Modify My Personal Information?,,,,,,,,,,,,,,,,,,
6,What Choices Do I Have?,,,,,,,,,,,,,,,,,,
11,How to Contact Us About Privacy,,,,,,,,,,,,,,,,,,
9,Changes to this Policy,,,,,,,,,,,,,,,,,,
1,1. Information Collection and Use,,,,,,,,,,,,,,,,,,
1,2. Log Data,,,,,,,,,,,,,,,,,,
2,3. Cookies,,,,,,,,,,,,,,,,,,
4,4. Service Providers,,,,,,,,,,,,,,,,,,
4,5. Security,,,,,,,,,,,,,,,,,,
0,6. Links to Other Sites,,,,,,,,,,,,,,,,,,
7,7. Children’s Privacy,,,,,,,,,,,,,,,,,,
9,Changes to This Privacy Policy,,,,,,,,,,,,,,,,,,
1,What We Collect and How We Collect It,,,,,,,,,,,,,,,,,,
13,How We Use It (EU Considerations),,,,,,,,,,,,,,,,,,
4,How We Keep It and Protect It,,,,,,,,,,,,,,,,,,
6,Your Rights Generally,,,,,,,,,,,,,,,,,,
8,California Residents,,,,,,,,,,,,,,,,,,
8,Canada Residents,,,,,,,,,,,,,,,,,,
7,Children,,,,,,,,,,,,,,,,,,
8,EU Citizens,,,,,,,,,,,,,,,,,,
11,Contact,,,,,,,,,,,,,,,,,,
2,Cookies,,,,,,,,,,,,,,,,,,
0,1 - WHO WE ARE AND THE APPLICATION OF THIS PRIVACY NOTICE,,,,,,,,,,,,,,,,,,
4,2 - DATA PROTECTION PRINCIPLES,,,,,,,,,,,,,,,,,,
1,3 - WHAT PERSONAL DATA DO WE COLLECT AND HOW DO WE COLLECT IT?,,,,,,,,,,,,,,,,,,
13,4 - HOW WE USE YOUR PERSONAL DATA,,,,,,,,,,,,,,,,,,
3,5 - IS DATA COLLECTED SHARED WITH OR COLLECTED BY THIRD PARTIES,,,,,,,,,,,,,,,,,,
10,7 - HOW LONG IS YOUR PERSONAL DATA RETAINED?,,,,,,,,,,,,,,,,,,
0,8 - IS CORRESPONDENCE THAT YOU SEND TO US SAVED?,,,,,,,,,,,,,,,,,,
4,9 - DATA SECURITY,,,,,,,,,,,,,,,,,,
3,10 - DOES THIS PRIVACY NOTICE APPLY TO OTHER WEBSITES?,,,,,,,,,,,,,,,,,,
0,11 - DIRECT MARKETING BY XE OR XE COMPANIES,,,,,,,,,,,,,,,,,,
0,12 - PROFILING,,,,,,,,,,,,,,,,,,
6,13 - WHAT ARE MY DATA PROTECTION RIGHTS?,,,,,,,,,,,,,,,,,,
0,14 - PRIVACY COMPLAINTS PROCEDURE,,,,,,,,,,,,,,,,,,
11,15 - CONTACT US,,,,,,,,,,,,,,,,,,
10,How we collect Personally Identifying Information,,,,,,,,,,,,,,,,,,
4,Security,,,,,,,,,,,,,,,,,,
0,Website Visitors,,,,,,,,,,,,,,,,,,
5,Advertisements,,,,,,,,,,,,,,,,,,
0,Links To External Sites,,,,,,,,,,,,,,,,,,
0,Faretrotter uses Google AdWords for remarketing,,,,,,,,,,,,,,,,,,
4,Protection of Certain Personally-Identifying Information,,,,,,,,,,,,,,,,,,
6,Removal of Personally Identifying Information,,,,,,,,,,,,,,,,,,
0,Aggregated Statistics,,,,,,,,,,,,,,,,,,
0,Affiliate Disclosure,,,,,,,,,,,,,,,,,,
2,Cookies,,,,,,,,,,,,,,,,,,
9,Privacy Policy Changes,,,,,,,,,,,,,,,,,,
1,USER PROVIDED INFORMATION,,,,,,,,,,,,,,,,,,
1,AUTOMATICALLY COLLECTED INFORMATION,,,,,,,,,,,,,,,,,,
1,DOES THE APPLICATION COLLECT PRECISE REAL TIME LOCATION INFORMATION OF THE AMAZON DEVICE?,,,,,,,,,,,,,,,,,,
3,DO THIRD PARTIES SEE AND/OR HAVE ACCESS TO INFORMATION OBTAINED BY THE APPLICATION?,,,,,,,,,,,,,,,,,,
6,WHAT ARE MY OPT-OUT RIGHTS?,,,,,,,,,,,,,,,,,,
12,"DATA RETENTION POLICY, MANAGING YOUR INFORMATION",,,,,,,,,,,,,,,,,,
4,SECURITY,,,,,,,,,,,,,,,,,,
9,CHANGES,,,,,,,,,,,,,,,,,,
6,YOUR CONSENT,,,,,,,,,,,,,,,,,,
11,CONTACT US,,,,,,,,,,,,,,,,,,
0,OVERVIEW,,,,,,,,,,,,,,,,,,
1,INFORMATION WE COLLECT AND USE,,,,,,,,,,,,,,,,,,
13,HOW WE USE YOUR INFORMATION,,,,,,,,,,,,,,,,,,
3,HOW WE SHARE YOUR INFORMATION,,,,,,,,,,,,,,,,,,
11,HOW WE STORE AND PROTECT YOUR,,,,,,,,,,,,,,,,,,
2,COOKIES,,,,,,,,,,,,,,,,,,
6,YOUR CHOICES AND RIGHTS,,,,,,,,,,,,,,,,,,
3,INTERNATIONAL TRANSFERS OF INFORMATION,,,,,,,,,,,,,,,,,,
0,LINKS TO OTHER,,,,,,,,,,,,,,,,,,
7,CHILDREN,,,,,,,,,,,,,,,,,,
9,CHANGES TO THIS POLICY,,,,,,,,,,,,,,,,,,
11,HOW TO CONTACT US,,,,,,,,,,,,,,,,,,
2,COOKIES AND INTEREST-BASED ADVERTISING POLICY,,,,,,,,,,,,,,,,,,
1,What information is gathered about you and how do We use it?,,,,,,,,,,,,,,,,,,
3,Will We disclose any of your personal information?,,,,,,,,,,,,,,,,,,
0,What else should you know about your privacy?,,,,,,,,,,,,,,,,,,
7,Children’s Privacy Statement,,,,,,,,,,,,,,,,,,
6,Questions Regarding Privacy and Data Deletion,,,,,,,,,,,,,,,,,,
1,What We Collect and How We Collect It,,,,,,,,,,,,,,,,,,
13,How We Use It (EU Considerations),,,,,,,,,,,,,,,,,,
4,How We Keep It and Protect It,,,,,,,,,,,,,,,,,,
6,Your Rights Generally,,,,,,,,,,,,,,,,,,
8,California Residents,,,,,,,,,,,,,,,,,,
8,Canada Residents,,,,,,,,,,,,,,,,,,
7,Children,,,,,,,,,,,,,,,,,,
8,EU Citizens,,,,,,,,,,,,,,,,,,
11,Contact,,,,,,,,,,,,,,,,,,
2,Cookies,,,,,,,,,,,,,,,,,,
1,WHAT TYPES OF PERSONAL INFORMATION DOES FLEXJET COLLECT?,,,,,,,,,,,,,,,,,,
2,HOW DOES FLEXJET USE COOKIES?,,,,,,,,,,,,,,,,,,
13,HOW DOES FLEXJET USE MY PERSONAL INFORMATION?,,,,,,,,,,,,,,,,,,
3,HOW DOES FLEXJET SHARE MY PERSONAL INFORMATION?,,,,,,,,,,,,,,,,,,
4,HOW DOES FLEXJET PROTECT MY PERSONAL INFORMATION?,,,,,,,,,,,,,,,,,,
12,HOW DOES FLEXJET STORE MY PERSONAL INFORMATION?,,,,,,,,,,,,,,,,,,
6,HOW DO I ACCESS AND CORRECT THE INFORMATION FLEXJET HAS RECEIVED FROM ME?,,,,,,,,,,,,,,,,,,
6,HOW CAN I CHANGE THE WAY FLEXJET COLLECTS AND USES MY INFORMATION?,,,,,,,,,,,,,,,,,,
8,CALIFORNIA RESIDENTS,,,,,,,,,,,,,,,,,,
1,"What personal information do we collect from the people that visit our blog, website or app?",,,,,,,,,,,,,,,,,,
10,When do we collect information?,,,,,,,,,,,,,,,,,,
13,How do we use your information?,,,,,,,,,,,,,,,,,,
4,How do we protect your information?,,,,,,,,,,,,,,,,,,
2,Do we use 'cookies'?,,,,,,,,,,,,,,,,,,
3,Third-party disclosure,,,,,,,,,,,,,,,,,,
0,Third-party links,,,,,,,,,,,,,,,,,,
0,Google,,,,,,,,,,,,,,,,,,
0,We have implemented the following:,,,,,,,,,,,,,,,,,,
1,Information We Collect,,,,,,,,,,,,,,,,,,
1,Information You May Provide,,,,,,,,,,,,,,,,,,
0,Skyharbor.com Privacy Statement,,,,,,,,,,,,,,,,,,
2,Use of Cookies,,,,,,,,,,,,,,,,,,
2,Third Party Cookies,,,,,,,,,,,,,,,,,,
3,Information Disclosure,,,,,,,,,,,,,,,,,,
0,External Link Disclaimer,,,,,,,,,,,,,,,,,,
2,Translation Widget Disclaimer,,,,,,,,,,,,,,,,,,
0,PLEASE READ THIS DISCLAIMER CAREFULLY BEFORE USING THE SERVICE.,,,,,,,,,,,,,,,,,,
0,Weather Disclaimer,,,,,,,,,,,,,,,,,,
0,Map Disclaimer,,,,,,,,,,,,,,,,,,
0,iMap Disclaimer,,,,,,,,,,,,,,,,,,
0,Open Data Portal,,,,,,,,,,,,,,,,,,
0,For More Information,,,,,,,,,,,,,,,,,,
1,1. WHAT INFORMATION DO WE COLLECT?  ,,,,,,,,,,,,,,,,,,
13,2. HOW DO WE USE YOUR INFORMATION?  ,,,,,,,,,,,,,,,,,,
3,3. WILL YOUR INFORMATION BE SHARED WITH ANYONE?  ,,,,,,,,,,,,,,,,,,
2,4. DO WE USE COOKIES AND OTHER TRACKING TECHNOLOGIES?  ,,,,,,,,,,,,,,,,,,
0,5. DO WE USE GOOGLE MAPS?  ,,,,,,,,,,,,,,,,,,
13,6. HOW DO WE HANDLE YOUR SOCIAL LOGINS?  ,,,,,,,,,,,,,,,,,,
3,7. WHAT IS OUR STANCE ON THIRD-PARTY WEBSITES?,,,,,,,,,,,,,,,,,,
12,8. HOW LONG DO WE KEEP YOUR INFORMATION?,,,,,,,,,,,,,,,,,,
3,9. HOW DO WE KEEP YOUR INFORMATION SAFE?,,,,,,,,,,,,,,,,,,
1,10. DO WE COLLECT INFORMATION FROM MINORS?,,,,,,,,,,,,,,,,,,
6,11. WHAT ARE YOUR PRIVACY RIGHTS?,,,,,,,,,,,,,,,,,,
1,"What personal information do we collect from the people that visit our blog, website or app?",,,,,,,,,,,,,,,,,,
10,When do we collect information?,,,,,,,,,,,,,,,,,,
13,How do we use your information?,,,,,,,,,,,,,,,,,,
4,How do we protect your information?,,,,,,,,,,,,,,,,,,
2,Do we use 'cookies'?,,,,,,,,,,,,,,,,,,
3,Third-party disclosure,,,,,,,,,,,,,,,,,,
0,Third-party links,,,,,,,,,,,,,,,,,,
7,COPPA (Children Online Privacy Protection Act),,,,,,,,,,,,,,,,,,
0,Fair Information Practices,,,,,,,,,,,,,,,,,,
0,CAN SPAM Act,,,,,,,,,,,,,,,,,,
11,Contacting Us,,,,,,,,,,,,,,,,,,
1,"What personal information do we collect from the people that visit our blog, website or app?",,,,,,,,,,,,,,,,,,
10,When do we collect information?,,,,,,,,,,,,,,,,,,
13,How do we use your information?,,,,,,,,,,,,,,,,,,
4,How do we protect your information?,,,,,,,,,,,,,,,,,,
2,Do we use 'cookies'?,,,,,,,,,,,,,,,,,,
3,Third-party disclosure,,,,,,,,,,,,,,,,,,
0,Third-party links,,,,,,,,,,,,,,,,,,
0,Google,,,,,,,,,,,,,,,,,,
0,We have implemented the following:,,,,,,,,,,,,,,,,,,
0,Opting out:,,,,,,,,,,,,,,,,,,
7,COPPA (Children Online Privacy Protection Act),,,,,,,,,,,,,,,,,,
0,CAN SPAM Act,,,,,,,,,,,,,,,,,,
11,Contacting Us,,,,,,,,,,,,,,,,,,
0,Some terms that we use in this Privacy Policy,,,,,,,,,,,,,,,,,,
1,What Personal Data do we collect?,,,,,,,,,,,,,,,,,,
13,For what purposes do we use your Personal Data?,,,,,,,,,,,,,,,,,,
3,Who do we share your Personal Data with and why?,,,,,,,,,,,,,,,,,,
12,How long do we store your Personal Data?,,,,,,,,,,,,,,,,,,
10,How to access and control your Personal Data?,,,,,,,,,,,,,,,,,,
2,Cookies & Similar technology,,,,,,,,,,,,,,,,,,
3,Transferring your data outside of the European Economic Area,,,,,,,,,,,,,,,,,,
0,Complaint with the supervisory authority,,,,,,,,,,,,,,,,,,
11,Contacting us and exercising your rights,,,,,,,,,,,,,,,,,,
8,Specifics for residents of selected countries,,,,,,,,,,,,,,,,,,
4,Data Protection Officer,,,,,,,,,,,,,,,,,,
9,Changes to this Privacy Policy,,,,,,,,,,,,,,,,,,
1,What information do the Applications obtain and how is it used?,,,,,,,,,,,,,,,,,,
3,Do third parties see and/or have access to information obtained by the Applications?,,,,,,,,,,,,,,,,,,
6,What are my opt-out rights?,,,,,,,,,,,,,,,,,,
12,"Data Retention Policy, Managing Your Information",,,,,,,,,,,,,,,,,,
7,Children,,,,,,,,,,,,,,,,,,
4,Security,,,,,,,,,,,,,,,,,,
9,Changes,,,,,,,,,,,,,,,,,,
6,Your Consent,,,,,,,,,,,,,,,,,,
11,Contact us,,,,,,,,,,,,,,,,,,
1,What personal information we collect,,,,,,,,,,,,,,,,,,
13,"What we use personal data for, why and for how long",,,,,,,,,,,,,,,,,,
4,Security of personal data,,,,,,,,,,,,,,,,,,
2,Cookies and site tracking,,,,,,,,,,,,,,,,,,
6,Rights of the Data Subject,,,,,,,,,,,,,,,,,,
1,Personal identification information,,,,,,,,,,,,,,,,,,
1,Non-personal identification information,,,,,,,,,,,,,,,,,,
2,Web browser cookies,,,,,,,,,,,,,,,,,,
13,How we use collected information,,,,,,,,,,,,,,,,,,
4,How we protect your information,,,,,,,,,,,,,,,,,,
3,Sharing your personal information,,,,,,,,,,,,,,,,,,
8,For European Economic Area Residents,,,,,,,,,,,,,,,,,,
8,For California Residents,,,,,,,,,,,,,,,,,,
11,Contacting us,,,,,,,,,,,,,,,,,,
1,Types of Information We Collect,,,,,,,,,,,,,,,,,,
10,How We Collect Information,,,,,,,,,,,,,,,,,,
13,How We Use the Information We Collect,,,,,,,,,,,,,,,,,,
3,How We Share Your Personal Information,,,,,,,,,,,,,,,,,,
4,Security of your personal information,,,,,,,,,,,,,,,,,,
7,Children’s information,,,,,,,,,,,,,,,,,,
9,Changes to this statement,,,,,,,,,,,,,,,,,,
11,Contact information,,,,,,,,,,,,,,,,,,
6,Foreign Rights - Your rights to your information,,,,,,,,,,,,,,,,,,
8,Privacy Statement for California Residents,,,,,,,,,,,,,,,,,,
1,No Personal Information Collected,,,,,,,,,,,,,,,,,,
13,Usage and Diagnostic Data,,,,,,,,,,,,,,,,,,
0,No Social Media Integration,,,,,,,,,,,,,,,,,,
0,No Ads,,,,,,,,,,,,,,,,,,
0,In-App-Purchase,,,,,,,,,,,,,,,,,,
0,No Push Notifications,,,,,,,,,,,,,,,,,,
0,No Internet Connection Required,,,,,,,,,,,,,,,,,,
0,External Links,,,,,,,,,,,,,,,,,,
0,"Privacy Policy for RWH Technology, LLC Web Site",,,,,,,,,,,,,,,,,,
1,Collection and Use of Information,,,,,,,,,,,,,,,,,,
3,Sharing of Information,,,,,,,,,,,,,,,,,,
13,User Access,,,,,,,,,,,,,,,,,,
7,Age Restriction,,,,,,,,,,,,,,,,,,
9,Changes to this Privacy Policy,,,,,,,,,,,,,,,,,,
0,Privacy Contact,,,,,,,,,,,,,,,,,,
9,Changes to This Policy,,,,,,,,,,,,,,,,,,
0,Who We Are,,,,,,,,,,,,,,,,,,
0,How This Policy Applies,,,,,,,,,,,,,,,,,,
1,What We Collect and Receive,,,,,,,,,,,,,,,,,,
13,How We Use This Information,,,,,,,,,,,,,,,,,,
8,European Union Users,,,,,,,,,,,,,,,,,,
3,How This Information Is Shared,,,,,,,,,,,,,,,,,,
12,Retention,,,,,,,,,,,,,,,,,,
3,Data Transfers,,,,,,,,,,,,,,,,,,
6,Your Rights,,,,,,,,,,,,,,,,,,
4,Security,,,,,,,,,,,,,,,,,,
2,Cookies and other Technologies,,,,,,,,,,,,,,,,,,
4,Data Protection Officer,,,,,,,,,,,,,,,,,,
4,Data Protection Authority,,,,,,,,,,,,,,,,,,
7,Children,,,,,,,,,,,,,,,,,,
0,Scope & Application,,,,,,,,,,,,,,,,,,
1,Collection of Information,,,,,,,,,,,,,,,,,,
13,Use of Information,,,,,,,,,,,,,,,,,,
3,Sharing of Information,,,,,,,,,,,,,,,,,,
8,Your California Privacy Rights,,,,,,,,,,,,,,,,,,
2,Cookies and Other Identification Technologies,,,,,,,,,,,,,,,,,,
7,Use of Information from Individuals Under 18 Year of Age,,,,,,,,,,,,,,,,,,
9,Changes to the Policy,,,,,,,,,,,,,,,,,,
11,Contact Us,,,,,,,,,,,,,,,,,,
1,Gathering of Personally-Identifying Information,,,,,,,,,,,,,,,,,,
1,Information We Collect from Other Sources,,,,,,,,,,,,,,,,,,
12,Data Retention Policy,,,,,,,,,,,,,,,,,,
1,Log Data,,,,,,,,,,,,,,,,,,
9,Privacy Policy Changes,,,,,,,,,,,,,,,,,,
1,Personal Data Collected,,,,,,,,,,,,,,,,,,
0,Company SAP Concur Account,,,,,,,,,,,,,,,,,,
3,Third-Party Connected Services,,,,,,,,,,,,,,,,,,
0,Connecting Your Email and Reward Accounts,,,,,,,,,,,,,,,,,,
2,"Cookies, Analytics, and Tracking",,,,,,,,,,,,,,,,,,
11,Contacts,,,,,,,,,,,,,,,,,,
1,Location Data,,,,,,,,,,,,,,,,,,
13,How Personal Data Is Used,,,,,,,,,,,,,,,,,,
6,Choices You Have Regarding Personal Data,,,,,,,,,,,,,,,,,,
3,How TripIt Shares Personal Data,,,,,,,,,,,,,,,,,,
3,How Personal Data May Be Transferred to the United States,,,,,,,,,,,,,,,,,,
6,Rights for Certain Users,,,,,,,,,,,,,,,,,,
12,Security and Retention of Personal Data,,,,,,,,,,,,,,,,,,
9,Updates and Questions,,,,,,,,,,,,,,,,,,
3,Translations of this Policy,,,,,,,,,,,,,,,,,,
4,1. User Provided Information,,,,,,,,,,,,,,,,,,
1,2. Automatic Data Collection,,,,,,,,,,,,,,,,,,
1,3. Automatic Data Collection and Advertising,,,,,,,,,,,,,,,,,,
3,4. How We Share Your Information,,,,,,,,,,,,,,,,,,
0,5. Opt-Out Procedures,,,,,,,,,,,,,,,,,,
12,6. Data Retention Policy,,,,,,,,,,,,,,,,,,
7,7. Children’s Privacy,,,,,,,,,,,,,,,,,,
4,8. Security,,,,,,,,,,,,,,,,,,
6,9. Your Consent,,,,,,,,,,,,,,,,,,
9,11. Changes to This Privacy Policy,,,,,,,,,,,,,,,,,,
0,12. Notification Procedures,,,,,,,,,,,,,,,,,,
3,13. Cross-Border Data Transfers,,,,,,,,,,,,,,,,,,
0,14. Contact Information,,,,,,,,,,,,,,,,,,
0,Use of Web Site Agreement,,,,,,,,,,,,,,,,,,
1,Information We Collect,,,,,,,,,,,,,,,,,,
13,Use of Your Information,,,,,,,,,,,,,,,,,,
3,Disclosure of Your Information,,,,,,,,,,,,,,,,,,
6,EU Data Subject Rights,,,,,,,,,,,,,,,,,,
4,Security of Personal Information,,,,,,,,,,,,,,,,,,
0,Viewing and Updating Your Information,,,,,,,,,,,,,,,,,,
0,Email Communication from LVCVA,,,,,,,,,,,,,,,,,,
3,Transmission of Information,,,,,,,,,,,,,,,,,,
0,Third-party Links and Content,,,,,,,,,,,,,,,,,,
4,Security,,,,,,,,,,,,,,,,,,
0,Limitation of Warranty and Liability,,,,,,,,,,,,,,,,,,
0,Indemnification,,,,,,,,,,,,,,,,,,
7,Children Under 13,,,,,,,,,,,,,,,,,,
8,California Resident Rights,,,,,,,,,,,,,,,,,,
12,Data retention,,,,,,,,,,,,,,,,,,
0,Modification of Terms and Conditions,,,,,,,,,,,,,,,,,,
11,Contacting Us,,,,,,,,,,,,,,,,,,
1,Information Collection And Use,,,,,,,,,,,,,,,,,,
13,Use of Data,,,,,,,,,,,,,,,,,,
3,Transfer Of Data,,,,,,,,,,,,,,,,,,
3,Disclosure Of Data,,,,,,,,,,,,,,,,,,
4,Security Of Data,,,,,,,,,,,,,,,,,,
11,Service Providers,,,,,,,,,,,,,,,,,,
0,Links To Other Sites,,,,,,,,,,,,,,,,,,
7,Children’s Privacy,,,,,,,,,,,,,,,,,,
9,Changes To This Privacy Policy,,,,,,,,,,,,,,,,,,
11,Contact Us,,,,,,,,,,,,,,,,,,
0,Who we are.,,,,,,,,,,,,,,,,,,
0,Who this policy applies to.,,,,,,,,,,,,,,,,,,
1,What information we collect.,,,,,,,,,,,,,,,,,,
10,How we collect information.,,,,,,,,,,,,,,,,,,
13,How we use the information collected.,,,,,,,,,,,,,,,,,,
3,What information we share with third parties.,,,,,,,,,,,,,,,,,,
0,The use of tracking technologies by these third parties is subject to their own privacy policies. Please review them carefully.,,,,,,,,,,,,,,,,,,
6,How you can change or control what is collected.,,,,,,,,,,,,,,,,,,
8,Privacy information for California residents.,,,,,,,,,,,,,,,,,,
8,Privacy information for Nevada users.,,,,,,,,,,,,,,,,,,
8,Privacy information for UK and EEA users.,,,,,,,,,,,,,,,,,,
0,Other useful information regarding your privacy.,,,,,,,,,,,,,,,,,,
11,How to contact us.,,,,,,,,,,,,,,,,,,
1,What information do the Skills obtain and how is it used?,,,,,,,,,,,,,,,,,,
3,Do third parties see and/or have access to information obtained by the Skills?,,,,,,,,,,,,,,,,,,
6,What are my opt-out rights?,,,,,,,,,,,,,,,,,,
12,"Data Retention Policy, Managing Your Information",,,,,,,,,,,,,,,,,,
7,Children,,,,,,,,,,,,,,,,,,
4,Security,,,,,,,,,,,,,,,,,,
1,What personal data does BCD collect?,,,,,,,,,,,,,,,,,,
10,How does BCD collect personal data?,,,,,,,,,,,,,,,,,,
13,How does BCD use personal data and on which legal bases?,,,,,,,,,,,,,,,,,,
3,Who does BCD disclose personal data to and why?,,,,,,,,,,,,,,,,,,
3,Does BCD disclose personal data across borders?,,,,,,,,,,,,,,,,,,
4,How does BCD store and protect personal data?,,,,,,,,,,,,,,,,,,
12,How long does BCD keep my personal data?,,,,,,,,,,,,,,,,,,
0,What about BCD applications?,,,,,,,,,,,,,,,,,,
3,What about links to third party websites and services?,,,,,,,,,,,,,,,,,,
2,How does BCD handle “do not track” requests and use “Cookies” and other similar technologies?,,,,,,,,,,,,,,,,,,
7,Does BCD collect personal data of children?,,,,,,,,,,,,,,,,,,
6,What are my rights with respect to my personal data?,,,,,,,,,,,,,,,,,,
6,How can I exercise my rights or make complaints?,,,,,,,,,,,,,,,,,,
9,How are changes to this Policy handled?,,,,,,,,,,,,,,,,,,
0,Consent,,,,,,,,,,,,,,,,,,
1,Information we collect,,,,,,,,,,,,,,,,,,
13,How we use your information,,,,,,,,,,,,,,,,,,
1,Log Files,,,,,,,,,,,,,,,,,,
5,Advertising Partners Privacy Policies,,,,,,,,,,,,,,,,,,
0,Third Party Privacy Policies,,,,,,,,,,,,,,,,,,
8,CCPA Privacy Rights (Do Not Sell My Personal Information),,,,,,,,,,,,,,,,,,
8,GDPR Data Protection Rights,,,,,,,,,,,,,,,,,,
7,Children's Information,,,,,,,,,,,,,,,,,,
0,1. SCOPE AND APPLICATION,,,,,,,,,,,,,,,,,,
4,2. SECURITY,,,,,,,,,,,,,,,,,,
0,3. CUSTOMER'S OBLIGATIONS,,,,,,,,,,,,,,,,,,
1,4. TYPES OF INFORMATION WE COLLECT,,,,,,,,,,,,,,,,,,
13,5. USE OF INFORMATION,,,,,,,,,,,,,,,,,,
4,6. SHARING OF INFORMATION,,,,,,,,,,,,,,,,,,
0,7. ACCOUNT INFORMATION,,,,,,,,,,,,,,,,,,
2,8. COOKIES,,,,,,,,,,,,,,,,,,
0,9. WEB BEACONS,,,,,,,,,,,,,,,,,,
3,10. THIRD PARTY ANALYTICS,,,,,,,,,,,,,,,,,,
0,11. SOCIAL SHARING FEATURES,,,,,,,,,,,,,,,,,,
0,12. PRIVACY SETTINGS,,,,,,,,,,,,,,,,,,
0,13. SERVICE-RELATED ANNOUNCEMENTS,,,,,,,,,,,,,,,,,,
0,14. LEGAL DISCLAIMER,,,,,,,,,,,,,,,,,,
9,15. CHANGES AND UPDATES TO THIS POLICY,,,,,,,,,,,,,,,,,,
3,16. Third Party Integrations,,,,,,,,,,,,,,,,,,
2,What information do the Applications obtain and how is it used?,,,,,,,,,,,,,,,,,,
3,Do third parties see and/or have access to information obtained by the Applications?,,,,,,,,,,,,,,,,,,
6,What are my opt-out rights?,,,,,,,,,,,,,,,,,,
12,"Data Retention Policy, Managing Your Information",,,,,,,,,,,,,,,,,,
7,Children,,,,,,,,,,,,,,,,,,
4,Security,,,,,,,,,,,,,,,,,,
9,Changes,,,,,,,,,,,,,,,,,,
6,Your Consent,,,,,,,,,,,,,,,,,,
11,Contact us,,,,,,,,,,,,,,,,,,
