mark,title,,,,,,,,,,,,,,,,,,
1,1. The Types of Personal Information We Collect And What We Do With It,,,,,,,,,,,,,,,,,,
3,2. What We Share With Others,,,,,,,,,,,,,,,,,,
0,3. Communications of Special Offers and Promotions and Opting-Out,,,,,,,,,,,,,,,,,,
2,4. Cookies,,,,,,,,,,,,,,,,,,
8,5. European Union and Individual Rights,,,,,,,,,,,,,,,,,,
8,6. California Consumer Rights,,,,,,,,,,,,,,,,,,
4,7. Protection of Personal Information by Red Roof Inns,,,,,,,,,,,,,,,,,,
3,8. Information Transfer and Consent,,,,,,,,,,,,,,,,,,
3,9. Third-Party Links and Content,,,,,,,,,,,,,,,,,,
0,10. Franchisees,,,,,,,,,,,,,,,,,,
0,11. Questions or Comments,,,,,,,,,,,,,,,,,,
0,12. Copyright and Trademark Notices,,,,,,,,,,,,,,,,,,
4,13. Privacy Protection Policy Changes,,,,,,,,,,,,,,,,,,
0,In this Privacy Notice We Explain:,,,,,,,,,,,,,,,,,,
0,Your Privacy is Very Important to Us,,,,,,,,,,,,,,,,,,
1,1.       What Information We Collect About You (and Why),,,,,,,,,,,,,,,,,,
3,Who is Responsible for Your Personal Data?,,,,,,,,,,,,,,,,,,
1, What Personal Data Do We Collect or Receive?,,,,,,,,,,,,,,,,,,
13,How We Use Your Personal Data and Who We Share it with,,,,,,,,,,,,,,,,,,
12,9.       Data retention,,,,,,,,,,,,,,,,,,
0,10.   Acting on someone else’s behalf,,,,,,,,,,,,,,,,,,
7,11.   Children,,,,,,,,,,,,,,,,,,
6,12.   Your rights,,,,,,,,,,,,,,,,,,
9,13.   Changes to Our Privacy Notice.,,,,,,,,,,,,,,,,,,
11,14.   Contacting Us and Complaints.,,,,,,,,,,,,,,,,,,
10,HOW AND WHY WE OBTAIN PERSONAL INFORMATION,,,,,,,,,,,,,,,,,,
3,HOW SEAPORT SHARES YOUR PERSONAL INFORMATION,,,,,,,,,,,,,,,,,,
3,HOW SEAPORT SHARES YOUR PERSONAL INFORMATION,,,,,,,,,,,,,,,,,,
2,COOKIES AND OTHER TECHNOLOGIES,,,,,,,,,,,,,,,,,,
5,ADVERTISING ON SEAPORT AND OTHER WEBSITES,,,,,,,,,,,,,,,,,,
0,THIRD-PARTY WEBSITES,,,,,,,,,,,,,,,,,,
0,SOCIAL MEDIA SITES,,,,,,,,,,,,,,,,,,
7,PROTECTING CHILDREN'S PRIVACY ONLINE,,,,,,,,,,,,,,,,,,
3,INTERNATIONAL TRANSFERS,,,,,,,,,,,,,,,,,,
3,BUSINESS TRANSFERS,,,,,,,,,,,,,,,,,,
0,LEGAL REQUIREMENTS,,,,,,,,,,,,,,,,,,
9,CHANGES TO THE SEAPORT PRIVACY STATEMENT,,,,,,,,,,,,,,,,,,
1,Information Collection And Use,,,,,,,,,,,,,,,,,,
13,Use of Data,,,,,,,,,,,,,,,,,,
3,Transfer Of Data,,,,,,,,,,,,,,,,,,
3,Disclosure Of Data,,,,,,,,,,,,,,,,,,
4,Security Of Data,,,,,,,,,,,,,,,,,,
9,Service Providers,,,,,,,,,,,,,,,,,,
0,Links To Other Sites,,,,,,,,,,,,,,,,,,
7,Children's Privacy,,,,,,,,,,,,,,,,,,
9,Changes To This Privacy Policy,,,,,,,,,,,,,,,,,,
11,Contact Us,,,,,,,,,,,,,,,,,,
1,WHAT INFORMATION WE COLLECT AND HOW WE USE IT,,,,,,,,,,,,,,,,,,
13,Using Your E-Mail Address,,,,,,,,,,,,,,,,,,
5,Advertisements That Link to Our Websites,,,,,,,,,,,,,,,,,,
6,YOUR COMMUNICATION AND PRIVACY CHOICES,,,,,,,,,,,,,,,,,,
0,Privacy Choices: How to Opt Out of Receiving Offers and Promotions from Studio Carlton,,,,,,,,,,,,,,,,,,
4,SECURING YOUR INFORMATION,,,,,,,,,,,,,,,,,,
0,CONTACTING STUDIO CARLTON,,,,,,,,,,,,,,,,,,
0,Scope of This Notice,,,,,,,,,,,,,,,,,,
0,Our Commitment to Privacy,,,,,,,,,,,,,,,,,,
1,The Information We Collect,,,,,,,,,,,,,,,,,,
13,Using Your Personal Information,,,,,,,,,,,,,,,,,,
3,Sharing Your Personal Information,,,,,,,,,,,,,,,,,,
6,Your Choices About Receiving E-Mail,,,,,,,,,,,,,,,,,,
2,Cookies and Other Browser Information,,,,,,,,,,,,,,,,,,
4,Our Commitment to Data Security,,,,,,,,,,,,,,,,,,
0,Public Forums Reminder,,,,,,,,,,,,,,,,,,
7,Our Commitment to Children’s Online Privacy,,,,,,,,,,,,,,,,,,
0,About Links to Other Sites,,,,,,,,,,,,,,,,,,
6,"How to Access, Modify or Update Your Information",,,,,,,,,,,,,,,,,,
11,How to Contact Us,,,,,,,,,,,,,,,,,,
9,Changes to this Privacy Statement,,,,,,,,,,,,,,,,,,
1,What information do we collect?,,,,,,,,,,,,,,,,,,
13,What do we use your information for?,,,,,,,,,,,,,,,,,,
4,How do we protect your information?,,,,,,,,,,,,,,,,,,
3,Do we disclose any information to outside parties?,,,,,,,,,,,,,,,,,,
6,Your Consent,,,,,,,,,,,,,,,,,,
9,Changes to our Privacy Policy,,,,,,,,,,,,,,,,,,
9,Contacting Us,,,,,,,,,,,,,,,,,,
1,Information Collection And Use,,,,,,,,,,,,,,,,,,
13,Use of Data,,,,,,,,,,,,,,,,,,
3,Transfer Of Data,,,,,,,,,,,,,,,,,,
3,Disclosure Of Data,,,,,,,,,,,,,,,,,,
4,Security Of Data,,,,,,,,,,,,,,,,,,
11,Service Providers,,,,,,,,,,,,,,,,,,
0,Links To Other Sites,,,,,,,,,,,,,,,,,,
7,Children’s Privacy,,,,,,,,,,,,,,,,,,
9,Changes To This Privacy Policy,,,,,,,,,,,,,,,,,,
11,Contact Us,,,,,,,,,,,,,,,,,,
1,INFORMATION WE COLLECT,,,,,,,,,,,,,,,,,,
13,HOW WE USE INFORMATION,,,,,,,,,,,,,,,,,,
3,HOW WE DISCLOSE INFORMATION,,,,,,,,,,,,,,,,,,
11,COMMUNICATIONS FROM US,,,,,,,,,,,,,,,,,,
12,"DATA DELETION, RETENTION AND ACCOUNT TERMINATION",,,,,,,,,,,,,,,,,,
7,CHILDREN,,,,,,,,,,,,,,,,,,
4,SECURITY,,,,,,,,,,,,,,,,,,
0,INTERNATIONAL USERS,,,,,,,,,,,,,,,,,,
9,MODIFICATIONS TO THIS PRIVACY POLICY,,,,,,,,,,,,,,,,,,
9,CONTACT INFORMATION,,,,,,,,,,,,,,,,,,
1,"What personal information do we collect from the people that visit our blog, website or app?",,,,,,,,,,,,,,,,,,
10,When do we collect information?,,,,,,,,,,,,,,,,,,
13,How do we use your information?,,,,,,,,,,,,,,,,,,
4,How do we protect your information?,,,,,,,,,,,,,,,,,,
2,Do we use ‘cookies’?,,,,,,,,,,,,,,,,,,
2,We use cookies to:,,,,,,,,,,,,,,,,,,
3,Third-party disclosure,,,,,,,,,,,,,,,,,,
0,Third-party links,,,,,,,,,,,,,,,,,,
0,Google,,,,,,,,,,,,,,,,,,
0,We have implemented the following,,,,,,,,,,,,,,,,,,
7,"According to CalOPPA, we agree to the following",,,,,,,,,,,,,,,,,,
4,How does our site handle Do Not Track signals?,,,,,,,,,,,,,,,,,,
3,Does our site allow third-party behavioral tracking?,,,,,,,,,,,,,,,,,,
7,COPPA (Children Online Privacy Protection Act),,,,,,,,,,,,,,,,,,
0,Fair Information Practices,,,,,,,,,,,,,,,,,,
0,"In order to be in line with Fair Information Practices we will take the following responsive action, should a data breach occur:",,,,,,,,,,,,,,,,,,
13,We collect your email address in order to:,,,,,,,,,,,,,,,,,,
0,"To be in accordance with CANSPAM, we agree to the following:",,,,,,,,,,,,,,,,,,
11,Contacting Us,,,,,,,,,,,,,,,,,,
1,WHAT INFORMATION DO WE COLLECT?,,,,,,,,,,,,,,,,,,
13,WHAT DO WE USE YOUR INFORMATION FOR?,,,,,,,,,,,,,,,,,,
4,HOW DO WE PROTECT YOUR INFORMATION?,,,,,,,,,,,,,,,,,,
2,DO WE USE COOKIES?,,,,,,,,,,,,,,,,,,
3,DO WE DISCLOSE ANY INFORMATION TO OUTSIDE PARTIES?,,,,,,,,,,,,,,,,,,
0,THIRD PARTY LINKS,,,,,,,,,,,,,,,,,,
8,CALIFORNIA ONLINE PRIVACY PROTECTION ACT COMPLIANCE,,,,,,,,,,,,,,,,,,
7,CHILDREN’S ONLINE PRIVACY PROTECTION ACT COMPLIANCE,,,,,,,,,,,,,,,,,,
0,YOUR CONSENT,,,,,,,,,,,,,,,,,,
9,CHANGES TO OUR PRIVACY POLICY,,,,,,,,,,,,,,,,,,
11,CONTACTING US,,,,,,,,,,,,,,,,,,
1,User Provided Information,,,,,,,,,,,,,,,,,,
12,"Data Retention Policy, Managing Your Information",,,,,,,,,,,,,,,,,,
7,Children,,,,,,,,,,,,,,,,,,
4,Security,,,,,,,,,,,,,,,,,,
9,Changes To This Privacy Policy,,,,,,,,,,,,,,,,,,
1,The Information We Collect,,,,,,,,,,,,,,,,,,
13,How We Use the Information,,,,,,,,,,,,,,,,,,
3,Information Sharing and Disclosure,,,,,,,,,,,,,,,,,,
2,Cookies and Other User and Ad-Targeting Technologies,,,,,,,,,,,,,,,,,,
4,Data Security,,,,,,,,,,,,,,,,,,
3,International Transfer,,,,,,,,,,,,,,,,,,
6,How You Can Access or Correct Information,,,,,,,,,,,,,,,,,,
8,California Residents – Your California Privacy Rights,,,,,,,,,,,,,,,,,,
9,Updates & Effective Date,,,,,,,,,,,,,,,,,,
1,Choices for personal information,,,,,,,,,,,,,,,,,,
3,Information sharing,,,,,,,,,,,,,,,,,,
4,Information security,,,,,,,,,,,,,,,,,,
0,Data integrity,,,,,,,,,,,,,,,,,,
6,Accessing and updating personal information,,,,,,,,,,,,,,,,,,
0,Enforcement,,,,,,,,,,,,,,,,,,
8,Notice to California Residents,,,,,,,,,,,,,,,,,,
9,Changes to this policy,,,,,,,,,,,,,,,,,,
1,Information Collection and Use,,,,,,,,,,,,,,,,,,
1,Log Data,,,,,,,,,,,,,,,,,,
2,Cookies,,,,,,,,,,,,,,,,,,
9,Service Providers,,,,,,,,,,,,,,,,,,
4,Security,,,,,,,,,,,,,,,,,,
0,Links to Other Sites,,,,,,,,,,,,,,,,,,
9,Changes to This Privacy Policy,,,,,,,,,,,,,,,,,,
11,Contact Us,,,,,,,,,,,,,,,,,,
0,1. Introduction,,,,,,,,,,,,,,,,,,
0,2. Document Classification,,,,,,,,,,,,,,,,,,
13,3. How we use your personal data,,,,,,,,,,,,,,,,,,
3,4. Providing your personal data to others,,,,,,,,,,,,,,,,,,
12,5. Retaining and deleting personal data,,,,,,,,,,,,,,,,,,
12,6. Retaining and deleting personal data,,,,,,,,,,,,,,,,,,
6,7. Your rights,,,,,,,,,,,,,,,,,,
2,9. About cookies,,,,,,,,,,,,,,,,,,
2,10. Cookies that we use,,,,,,,,,,,,,,,,,,
2,11. Cookies used by our service providers,,,,,,,,,,,,,,,,,,
0,13. Our Details,,,,,,,,,,,,,,,,,,
4,14. Data protection officer,,,,,,,,,,,,,,,,,,
1,1. Collection of Information,,,,,,,,,,,,,,,,,,
13,2. Use of Information,,,,,,,,,,,,,,,,,,
3,3. Sharing of Information,,,,,,,,,,,,,,,,,,
0,4. Additional Details,,,,,,,,,,,,,,,,,,
1,Information Collection and Use,,,,,,,,,,,,,,,,,,
1,Log Data,,,,,,,,,,,,,,,,,,
2,Cookies,,,,,,,,,,,,,,,,,,
11,Service Providers,,,,,,,,,,,,,,,,,,
4,Security,,,,,,,,,,,,,,,,,,
0,Links to Other Site,,,,,,,,,,,,,,,,,,
7,Children’s Privacy,,,,,,,,,,,,,,,,,,
9,Changes to This Privacy Policy,,,,,,,,,,,,,,,,,,
11,Contact Us,,,,,,,,,,,,,,,,,,
1,"What personal information do we collect from the people that visit our blog, website or app?",,,,,,,,,,,,,,,,,,
10,When do we collect information?,,,,,,,,,,,,,,,,,,
13,How do we use your information?,,,,,,,,,,,,,,,,,,
4,How do we protect your information?,,,,,,,,,,,,,,,,,,
2,Do we use 'cookies'?,,,,,,,,,,,,,,,,,,
3,Third-party disclosure,,,,,,,,,,,,,,,,,,
8,California Online Privacy Protection Act,,,,,,,,,,,,,,,,,,
7,COPPA (Children Online Privacy Protection Act),,,,,,,,,,,,,,,,,,
0,Fair Information Practices,,,,,,,,,,,,,,,,,,
1,Information Collection and Use,,,,,,,,,,,,,,,,,,
1,Log Data,,,,,,,,,,,,,,,,,,
2,Cookies,,,,,,,,,,,,,,,,,,
11,Service Providers,,,,,,,,,,,,,,,,,,
4,Security,,,,,,,,,,,,,,,,,,
7,Children’s Privacy,,,,,,,,,,,,,,,,,,
9,Changes to This Privacy Policy,,,,,,,,,,,,,,,,,,
11,Contact Us,,,,,,,,,,,,,,,,,,
1,What personal information do we collect from the people that visit our app?,,,,,,,,,,,,,,,,,,
13,When do we collect information and How do we use your information?,,,,,,,,,,,,,,,,,,
3,Third-party disclosure,,,,,,,,,,,,,,,,,,
0,Third-party links,,,,,,,,,,,,,,,,,,
7,COPPA (Children Online Privacy Protection Act),,,,,,,,,,,,,,,,,,
0,Fair Information Practices,,,,,,,,,,,,,,,,,,
0,User Content and Messages,,,,,,,,,,,,,,,,,,
6,Your Choices About Your Information,,,,,,,,,,,,,,,,,,
0,E-mail,,,,,,,,,,,,,,,,,,
0,Privacy Settings,,,,,,,,,,,,,,,,,,
2,Cookies and Other Identifiers,,,,,,,,,,,,,,,,,,
5,Advertising,,,,,,,,,,,,,,,,,,
7,Children's Privacy,,,,,,,,,,,,,,,,,,
8,California Consumer Privacy Act,,,,,,,,,,,,,,,,,,
9,Changes to Our Privacy Policy,,,,,,,,,,,,,,,,,,
0,PRIVACY POLICY for Alexa skill,,,,,,,,,,,,,,,,,,
1,1) Collection and Use of your Personal Information:,,,,,,,,,,,,,,,,,,
0,2) Compliance with Laws:,,,,,,,,,,,,,,,,,,
6,3) Your Acceptance of These Terms of Privacy Policy:,,,,,,,,,,,,,,,,,,
11,4) Contacting Us:,,,,,,,,,,,,,,,,,,
1,1. Collection Of Information,,,,,,,,,,,,,,,,,,
13,2. Use Of Information,,,,,,,,,,,,,,,,,,
3,3. Sharing Of Information,,,,,,,,,,,,,,,,,,
0,4. Additional Details,,,,,,,,,,,,,,,,,,
6,5. Your Choices,,,,,,,,,,,,,,,,,,
6,6. Data Rights,,,,,,,,,,,,,,,,,,
8,7. California Privacy Rights,,,,,,,,,,,,,,,,,,
11,8. Contact Us,,,,,,,,,,,,,,,,,,
1,Collection of personal information,,,,,,,,,,,,,,,,,,
13,Use of collected information,,,,,,,,,,,,,,,,,,
7,Children,,,,,,,,,,,,,,,,,,
4,Information security,,,,,,,,,,,,,,,,,,
9,Changes and amendments,,,,,,,,,,,,,,,,,,
0,Acceptance of this policy,,,,,,,,,,,,,,,,,,
11,Contacting us,,,,,,,,,,,,,,,,,,
1,"What personal information do we collect from the people that visit our blog, website or app?",,,,,,,,,,,,,,,,,,
10,When do we collect information?,,,,,,,,,,,,,,,,,,
13,How do we use your information?,,,,,,,,,,,,,,,,,,
4,How do we protect your information?,,,,,,,,,,,,,,,,,,
2,Do we use 'cookies'?,,,,,,,,,,,,,,,,,,
2,We use cookies to:,,,,,,,,,,,,,,,,,,
3,Third-party disclosure,,,,,,,,,,,,,,,,,,
0,Third-party links,,,,,,,,,,,,,,,,,,
8,California Online Privacy Protection Act,,,,,,,,,,,,,,,,,,
7,COPPA (Children Online Privacy Protection Act),,,,,,,,,,,,,,,,,,
13,We collect your email address in order to:,,,,,,,,,,,,,,,,,,
1,What information does the Application obtain and how is it used?,,,,,,,,,,,,,,,,,,
1,Does the Application collect precise real time location information of the device?,,,,,,,,,,,,,,,,,,
6,What are my opt-out rights?,,,,,,,,,,,,,,,,,,
12,"Data Retention Policy, Managing Your Information",,,,,,,,,,,,,,,,,,
7,Children,,,,,,,,,,,,,,,,,,
4,Security,,,,,,,,,,,,,,,,,,
9,Changes,,,,,,,,,,,,,,,,,,
6,Your Consent,,,,,,,,,,,,,,,,,,
11,Contact us,,,,,,,,,,,,,,,,,,
1,1. INFORMATION WE COLLECT,,,,,,,,,,,,,,,,,,
13,2. HOW WE USE YOUR INFORMATION,,,,,,,,,,,,,,,,,,
3,3. SHARING OF YOUR INFORMATION,,,,,,,,,,,,,,,,,,
12,4. HOW WE STORE YOUR INFORMATION,,,,,,,,,,,,,,,,,,
6,5. YOUR CHOICES ABOUT YOUR INFORMATION,,,,,,,,,,,,,,,,,,
7,6. CHILDREN’S PRIVACY,,,,,,,,,,,,,,,,,,
3,7. OTHER WEB SITES AND SERVICES,,,,,,,,,,,,,,,,,,
11,8. HOW TO CONTACT US ABOUT A DECEASED USER,,,,,,,,,,,,,,,,,,
11,9. HOW TO CONTACT US,,,,,,,,,,,,,,,,,,
9,10. CHANGES TO OUR PRIVACY POLICY,,,,,,,,,,,,,,,,,,
1,What potentially personally identifiable information do you collect?,,,,,,,,,,,,,,,,,,
1,What information do we NOT collect?,,,,,,,,,,,,,,,,,,
3,How is the information shared?,,,,,,,,,,,,,,,,,,
0,How do you respond to legal requests for information?,,,,,,,,,,,,,,,,,,
12,How is my information stored?,,,,,,,,,,,,,,,,,,
4,How is my information secured?,,,,,,,,,,,,,,,,,,
12,What is your data retention policy?,,,,,,,,,,,,,,,,,,
9,How do you notify people of changes to this policy?,,,,,,,,,,,,,,,,,,
9,How do I contact you if I have any privacy questions?,,,,,,,,,,,,,,,,,,
7,Children.,,,,,,,,,,,,,,,,,,
1,Collected Information,,,,,,,,,,,,,,,,,,
0,Anonymous Information,,,,,,,,,,,,,,,,,,
2,Cookies,,,,,,,,,,,,,,,,,,
3,Disclosure – Third Party Cookies,,,,,,,,,,,,,,,,,,
13,Use of Information,,,,,,,,,,,,,,,,,,
3,Disclosure of Information,,,,,,,,,,,,,,,,,,
6,Accessing and Controlling your Information.,,,,,,,,,,,,,,,,,,
3,Information Disclosed to Third Parties,,,,,,,,,,,,,,,,,,
4,Do Not Track,,,,,,,,,,,,,,,,,,
9,Changes to this Privacy Policy.,,,,,,,,,,,,,,,,,,
11,Contact Us.,,,,,,,,,,,,,,,,,,
1,What information is collected and how do we use it?,,,,,,,,,,,,,,,,,,
13,How the Personal Data is used,,,,,,,,,,,,,,,,,,
3,Who do we share your information with?,,,,,,,,,,,,,,,,,,
3,Disclosure to WEISHEIT group companies and Third Party Service Providers,,,,,,,,,,,,,,,,,,
3,Disclosure to Others,,,,,,,,,,,,,,,,,,
0,Other Information,,,,,,,,,,,,,,,,,,
6,Delete Information,,,,,,,,,,,,,,,,,,
3,Transfer Your Information,,,,,,,,,,,,,,,,,,
6,Your option,,,,,,,,,,,,,,,,,,
4,Information Safety Safeguards,,,,,,,,,,,,,,,,,,
12,Information retention period,,,,,,,,,,,,,,,,,,
9,Policy update,,,,,,,,,,,,,,,,,,
0,Complaints and feedback,,,,,,,,,,,,,,,,,,
0,Legal application and jurisdiction,,,,,,,,,,,,,,,,,,
0,Basic policy,,,,,,,,,,,,,,,,,,
1,1. Definition of personal information,,,,,,,,,,,,,,,,,,
2,2. Cookie/IP address information,,,,,,,,,,,,,,,,,,
13,3. Identification of the purpose of using personal information,,,,,,,,,,,,,,,,,,
13,4. Restrictions on the use of personal information,,,,,,,,,,,,,,,,,,
13,5. Proper acquisition of personal information,,,,,,,,,,,,,,,,,,
13,6. Notification of purpose of use when acquiring personal information,,,,,,,,,,,,,,,,,,
13,7. Change the purpose of using personal information,,,,,,,,,,,,,,,,,,
4,8. Safety management of personal information and supervision of employees,,,,,,,,,,,,,,,,,,
0,9. Outsourcing supervision,,,,,,,,,,,,,,,,,,
3,10. Restrictions provided by third parties,,,,,,,,,,,,,,,,,,
0,11. Publication of matters related to personal information,,,,,,,,,,,,,,,,,,
3,12. Disclosure of personal information,,,,,,,,,,,,,,,,,,
0,13. Correction of personal information,,,,,,,,,,,,,,,,,,
13,14. Suspension of use of personal information,,,,,,,,,,,,,,,,,,
0,15. Explanation of reason,,,,,,,,,,,,,,,,,,
11,16. Contact,,,,,,,,,,,,,,,,,,
1,1. Information we collect and how we collect it,,,,,,,,,,,,,,,,,,
13,2. How your information will be used,,,,,,,,,,,,,,,,,,
3,3. With whom your information will be shared,,,,,,,,,,,,,,,,,,
12,4. How long does our Company hold of your personal information,,,,,,,,,,,,,,,,,,
8,5. Your Rights if you are a EU/ EEA resident,,,,,,,,,,,,,,,,,,
12,6. Retention,,,,,,,,,,,,,,,,,,
0,7. Accuracy,,,,,,,,,,,,,,,,,,
4,8. Security safeguards,,,,,,,,,,,,,,,,,,
0,9. Condition to use our Company website,,,,,,,,,,,,,,,,,,
9,Policy Changes,,,,,,,,,,,,,,,,,,
1,The Types of Personal Information We Collect and How We Use It,,,,,,,,,,,,,,,,,,
4,Security,,,,,,,,,,,,,,,,,,
3,External Links and Interaction with Other Sites,,,,,,,,,,,,,,,,,,
7,Children,,,,,,,,,,,,,,,,,,
1,WHAT PERSONAL INFORMATION DOES CARRIER COLLECT? HOW DOES CARRIER COLLECT SUCH INFORMATION?,,,,,,,,,,,,,,,,,,
1,WHY DOES CARRIER COLLECT YOUR PERSONAL INFORMATION?,,,,,,,,,,,,,,,,,,
0,WHERE IS PERSONAL INFORMATION STORED?,,,,,,,,,,,,,,,,,,
13,DOES CARRIER USE YOUR PERSONAL INFORMATION TO CONTACT YOU?,,,,,,,,,,,,,,,,,,
3,DOES CARRIER SHARE THE INFORMATION IT COLLECTS WITH THIRD PARTIES?,,,,,,,,,,,,,,,,,,
0,REQUESTING AN APPOINTMENT,,,,,,,,,,,,,,,,,,
0,RATINGS AND REVIEWS,,,,,,,,,,,,,,,,,,
4,HOW DOES CARRIER SECURE PERSONAL INFORMATION?,,,,,,,,,,,,,,,,,,
12,HOW LONG DO WE KEEP YOUR PERSONAL INFORMATION?,,,,,,,,,,,,,,,,,,
6,"HOW CAN YOU CORRECT, CHANGE OR DELETE YOUR INFORMATION HELD BY CARRIER?",,,,,,,,,,,,,,,,,,
6,HOW CAN YOU CHANGE YOUR APP OR CONNECTED PRODUCT PRIVACY PREFERENCES?,,,,,,,,,,,,,,,,,,
0,"WHAT SHOULD YOU UNDERSTAND ABOUT THIRD-PARTY LINKS, FEATURES AND SOLUTIONS THAT MAY BE USED ON OUR WEBSITES AND WITHIN OUR APPS AND EMAILS?",,,,,,,,,,,,,,,,,,
2,HOW DOES CARRIER USE COOKIES AND OTHER TRACKING TECHNOLOGIES?,,,,,,,,,,,,,,,,,,
13,HOW MAY CARRIER USE LOCATION DATA?,,,,,,,,,,,,,,,,,,
0,WHAT ADDITIONAL INFORMATION SHOULD SPECIFIC USERS KNOW?,,,,,,,,,,,,,,,,,,
11,HOW CAN YOU CONTACT CARRIER?,,,,,,,,,,,,,,,,,,
1,What information does the App collect?,,,,,,,,,,,,,,,,,,
0,Will 3M share any of the information it receives?,,,,,,,,,,,,,,,,,,
4,How does 3M secure my information?,,,,,,,,,,,,,,,,,,
0,Where is this information processed?,,,,,,,,,,,,,,,,,,
6,What choices do I have?,,,,,,,,,,,,,,,,,,
7,Children's Information,,,,,,,,,,,,,,,,,,
3,Links to Other Websites or Third-Party Services,,,,,,,,,,,,,,,,,,
12,Data Retention and Deletion,,,,,,,,,,,,,,,,,,
9,Changes to this Privacy Policy,,,,,,,,,,,,,,,,,,
0,Questions or Concerns?,,,,,,,,,,,,,,,,,,
1,"What personal information do we collect from the people that visit our blog, website or app?",,,,,,,,,,,,,,,,,,
10,When do we collect information?,,,,,,,,,,,,,,,,,,
13,How do we use your information?,,,,,,,,,,,,,,,,,,
4,How do we protect visitor information?,,,,,,,,,,,,,,,,,,
2,Do we use 'cookies'?,,,,,,,,,,,,,,,,,,
3,Third-party disclosure,,,,,,,,,,,,,,,,,,
0,Third-party links,,,,,,,,,,,,,,,,,,
8,California Online Privacy Protection Act,,,,,,,,,,,,,,,,,,
7,According to CalOPPA we agree to the following:,,,,,,,,,,,,,,,,,,
4,How does our site handle do not track signals?,,,,,,,,,,,,,,,,,,
3,Does our site allow third-party behavioral tracking?,,,,,,,,,,,,,,,,,,
7,COPPA (Children Online Privacy Protection Act),,,,,,,,,,,,,,,,,,
0,Fair Information Practices,,,,,,,,,,,,,,,,,,
13,We collect your email address in order to:,,,,,,,,,,,,,,,,,,
11,Contacting Us,,,,,,,,,,,,,,,,,,